,adult fare,arrival,children fare,departure,distance,duration,operator,route,special price,date_searched,destination_searched,origin_searched,seats_remaining,origin,destination,created_at
84,33000,16:00:00,33000,06:00:00,630,8,Book 52 Seats Available,Dar es salaam to Arusha,33000,2019-08-06,,,52,Dar es salaam,Arusha,2019-08-05 06:42:28.693918
85,33000,16:00:00,33000,06:00:00,630,8,Book 52 Seats Available,Dar es salaam to Arusha,33000,2019-08-07,,,52,Dar es salaam,Arusha,2019-08-05 06:42:28.693918
86,33000,16:00:00,33000,06:00:00,630,8,Book 52 Seats Available,Dar es salaam to Arusha,33000,2019-08-08,,,52,Dar es salaam,Arusha,2019-08-05 06:42:28.693918
87,33000,16:00:00,33000,06:00:00,630,8,Book 52 Seats Available,Dar es salaam to Arusha,33000,2019-08-09,,,52,Dar es salaam,Arusha,2019-08-05 06:42:28.693918
88,33000,16:00:00,33000,06:00:00,630,8,Book 52 Seats Available,Dar es salaam to Arusha,33000,2019-08-10,,,52,Dar es salaam,Arusha,2019-08-05 06:42:28.693918
89,33000,16:00:00,33000,06:00:00,630,8,Book 52 Seats Available,Dar es salaam to Arusha,33000,2019-08-11,,,52,Dar es salaam,Arusha,2019-08-05 06:42:28.693918
90,33000,16:00:00,33000,06:00:00,630,8,Book 52 Seats Available,Dar es salaam to Arusha,33000,2019-08-12,,,52,Dar es salaam,Arusha,2019-08-05 06:42:28.693918
91,36000,16:00:00,36000,06:00:00,,,Book 52 Seats Available,Dar es salaam to Karatu,36000,2019-08-06,,,52,Dar es salaam,Karatu,2019-08-05 06:42:28.693918
92,36000,16:00:00,36000,06:00:00,,,Book 52 Seats Available,Dar es salaam to Karatu,36000,2019-08-07,,,52,Dar es salaam,Karatu,2019-08-05 06:42:28.693918
93,36000,16:00:00,36000,06:00:00,,,Book 52 Seats Available,Dar es salaam to Karatu,36000,2019-08-08,,,52,Dar es salaam,Karatu,2019-08-05 06:42:28.693918
94,36000,16:00:00,36000,06:00:00,,,Book 52 Seats Available,Dar es salaam to Karatu,36000,2019-08-09,,,52,Dar es salaam,Karatu,2019-08-05 06:42:28.693918
95,36000,16:00:00,36000,06:00:00,,,Book 52 Seats Available,Dar es salaam to Karatu,36000,2019-08-10,,,52,Dar es salaam,Karatu,2019-08-05 06:42:28.693918
96,36000,16:00:00,36000,06:00:00,,,Book 52 Seats Available,Dar es salaam to Karatu,36000,2019-08-11,,,52,Dar es salaam,Karatu,2019-08-05 06:42:28.693918
97,36000,16:00:00,36000,06:00:00,,,Book 52 Seats Available,Dar es salaam to Karatu,36000,2019-08-12,,,52,Dar es salaam,Karatu,2019-08-05 06:42:28.693918
105,30000,16:00:00,30000,06:00:00,,,Book 52 Seats Available,Dar es salaam to Moshi,30000,2019-08-06,,,52,Dar es salaam,Moshi,2019-08-05 06:42:28.693918
