,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Sunday,August 11th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.86,2019-08-11,Dar es Salaam,Dodoma,2019-08-10 00:17:30.854067
1,07:30 AM                                                             Sunday,August 11th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Sunday,0.86,2019-08-11,Dar es Salaam,Dodoma,2019-08-10 00:17:30.854067
2,09:30 AM                                                             Sunday,August 11th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Sunday,0.85,2019-08-11,Dar es Salaam,Dodoma,2019-08-10 00:17:30.854067
3,10:00 AM                                                             Sunday,August 11th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Sunday,0.85,2019-08-11,Dar es Salaam,Dodoma,2019-08-10 00:17:30.854067
4,10:30 AM                                                             Sunday,August 11th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Sunday,0.82,2019-08-11,Dar es Salaam,Dodoma,2019-08-10 00:17:30.854067
5,11:30 AM                                                             Sunday,August 11th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Sunday,0.82,2019-08-11,Dar es Salaam,Dodoma,2019-08-10 00:17:30.854067
6,03:30 PM                                                             Sunday,August 11th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Sunday,0.84,2019-08-11,Dar es Salaam,Dodoma,2019-08-10 00:17:30.854067
7,06:00 AM                                                             Sunday,August 11th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-11,Dodoma,Moshi,2019-08-10 00:17:30.854067
8,06:00 AM                                                             Monday,August 12th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Monday,0.96,2019-08-12,Dodoma,Moshi,2019-08-10 00:17:30.854067
9,06:00 AM                                                             Sunday,August 11th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.95,2019-08-11,Mbeya,Dodoma,2019-08-10 00:17:30.854067
10,06:00 AM                                                             Monday,August 12th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Monday,0.95,2019-08-12,Mbeya,Dodoma,2019-08-10 00:17:30.854067
18,06:00 AM                                                             Monday,August 12th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Monday,0.82,2019-08-12,Dar es Salaam,Dodoma,2019-08-10 00:17:30.854067
19,07:30 AM                                                             Monday,August 12th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Monday,0.82,2019-08-12,Dar es Salaam,Dodoma,2019-08-10 00:17:30.854067
20,06:00 AM                                                             Monday,August 12th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Monday,0.95,2019-08-12,Dodoma,Mbeya,2019-08-10 00:17:30.854067
21,06:00 AM                                                             Sunday,August 11th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Sunday,0.81,2019-08-11,Dodoma,Dar es Salaam,2019-08-10 00:17:30.854067
22,07:30 AM                                                             Sunday,August 11th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Sunday,0.81,2019-08-11,Dodoma,Dar es Salaam,2019-08-10 00:17:30.854067
23,09:30 AM                                                             Sunday,August 11th,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Sunday,0.91,2019-08-11,Dodoma,Dar es Salaam,2019-08-10 00:17:30.854067
