,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
29,06:00 AM                                                             Friday,August 9th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Friday,0.82,2019-08-09,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
30,07:30 AM                                                             Friday,August 9th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Friday,0.82,2019-08-09,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
31,09:30 AM                                                             Friday,August 9th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Friday,0.82,2019-08-09,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
32,10:00 AM                                                             Friday,August 9th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Friday,0.82,2019-08-09,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
33,10:30 AM                                                             Friday,August 9th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Friday,0.81,2019-08-09,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
34,11:30 AM                                                             Friday,August 9th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Friday,0.81,2019-08-09,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
35,03:30 PM                                                             Friday,August 9th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Friday,0.85,2019-08-09,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
36,06:00 AM                                                             Saturday,August 10th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.82,2019-08-10,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
37,07:30 AM                                                             Saturday,August 10th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.82,2019-08-10,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
38,09:30 AM                                                             Saturday,August 10th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Saturday,0.82,2019-08-10,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
39,10:00 AM                                                             Saturday,August 10th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Saturday,0.82,2019-08-10,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
40,10:30 AM                                                             Saturday,August 10th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.81,2019-08-10,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
41,11:30 AM                                                             Saturday,August 10th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.81,2019-08-10,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
42,03:30 PM                                                             Saturday,August 10th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Saturday,0.82,2019-08-10,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
43,06:00 AM                                                             Sunday,August 11th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.82,2019-08-11,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
44,07:30 AM                                                             Sunday,August 11th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Sunday,0.82,2019-08-11,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
45,09:30 AM                                                             Sunday,August 11th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Sunday,0.81,2019-08-11,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
46,10:00 AM                                                             Sunday,August 11th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Sunday,0.81,2019-08-11,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
47,10:30 AM                                                             Sunday,August 11th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Sunday,0.84,2019-08-11,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
48,11:30 AM                                                             Sunday,August 11th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Sunday,0.84,2019-08-11,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
49,03:30 PM                                                             Sunday,August 11th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Sunday,0.82,2019-08-11,Dar es Salaam,Dodoma,2019-08-06 00:17:13.307846
50,06:00 AM                                                             Wednesday,August 7th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-07,Dodoma,Mbeya,2019-08-06 00:17:13.307846
51,06:00 AM                                                             Thursday,August 8th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-08,Dodoma,Mbeya,2019-08-06 00:17:13.307846
52,06:00 AM                                                             Friday,August 9th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Friday,0.93,2019-08-09,Dodoma,Mbeya,2019-08-06 00:17:13.307846
53,06:00 AM                                                             Saturday,August 10th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-10,Dodoma,Mbeya,2019-08-06 00:17:13.307846
54,06:00 AM                                                             Wednesday,August 7th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Wednesday,0.91,2019-08-07,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
55,07:30 AM                                                             Wednesday,August 7th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Wednesday,0.91,2019-08-07,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
56,06:00 AM                                                             Thursday,August 8th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Thursday,0.82,2019-08-08,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
57,07:30 AM                                                             Thursday,August 8th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Thursday,0.82,2019-08-08,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
58,06:00 AM                                                             Friday,August 9th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Friday,0.85,2019-08-09,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
59,07:30 AM                                                             Friday,August 9th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Friday,0.85,2019-08-09,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
60,06:00 AM                                                             Monday,August 12th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Monday,0.88,2019-08-12,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
61,07:30 AM                                                             Monday,August 12th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Monday,0.88,2019-08-12,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
62,09:30 AM                                                             Monday,August 12th,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Monday,0.96,2019-08-12,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
63,10:00 AM                                                             Monday,August 12th,Dodoma,35000,Dar es Salaam,Luxury Bus,10:00 AM,Monday,0.96,2019-08-12,Dodoma,Dar es Salaam,2019-08-06 00:17:13.307846
