,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Thursday,August 15th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.86,2019-08-15,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
1,07:30 AM                                                             Thursday,August 15th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Thursday,0.86,2019-08-15,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
2,09:30 AM                                                             Thursday,August 15th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Thursday,0.84,2019-08-15,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
3,10:00 AM                                                             Thursday,August 15th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Thursday,0.84,2019-08-15,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
4,10:30 AM                                                             Thursday,August 15th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Thursday,0.81,2019-08-15,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
5,11:30 AM                                                             Thursday,August 15th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Thursday,0.81,2019-08-15,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
6,03:30 PM                                                             Thursday,August 15th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Thursday,0.86,2019-08-15,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
14,06:00 AM                                                             Friday,August 16th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Friday,0.84,2019-08-16,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
15,07:30 AM                                                             Friday,August 16th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Friday,0.84,2019-08-16,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
16,09:30 AM                                                             Friday,August 16th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Friday,0.84,2019-08-16,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
17,10:00 AM                                                             Friday,August 16th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Friday,0.84,2019-08-16,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
18,10:30 AM                                                             Friday,August 16th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Friday,0.81,2019-08-16,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
19,11:30 AM                                                             Friday,August 16th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Friday,0.81,2019-08-16,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
20,06:00 AM                                                             Saturday,August 17th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.84,2019-08-17,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
21,07:30 AM                                                             Saturday,August 17th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.84,2019-08-17,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
22,09:30 AM                                                             Saturday,August 17th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Saturday,0.82,2019-08-17,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
23,10:00 AM                                                             Saturday,August 17th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Saturday,0.82,2019-08-17,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
24,10:30 AM                                                             Saturday,August 17th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.81,2019-08-17,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
25,11:30 AM                                                             Saturday,August 17th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.81,2019-08-17,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
26,03:30 PM                                                             Saturday,August 17th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Saturday,0.84,2019-08-17,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
27,06:00 AM                                                             Sunday,August 18th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.82,2019-08-18,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
28,07:30 AM                                                             Sunday,August 18th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Sunday,0.82,2019-08-18,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
29,09:30 AM                                                             Sunday,August 18th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Sunday,0.84,2019-08-18,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
30,10:00 AM                                                             Sunday,August 18th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Sunday,0.84,2019-08-18,Dar es Salaam,Dodoma,2019-08-14 00:17:30.008744
