,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
16,06:00 AM                                                             Saturday,August 31st,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-31,Dodoma,Moshi,2019-08-21 00:17:54.963360
17,06:00 AM                                                             Thursday,August 22nd,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-22,Rombo,Dodoma,2019-08-21 00:17:54.963360
18,06:00 AM                                                             Saturday,August 24th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-24,Rombo,Dodoma,2019-08-21 00:17:54.963360
19,06:00 AM                                                             Sunday,August 25th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Rombo,Dodoma,2019-08-21 00:17:54.963360
20,06:00 AM                                                             Monday,August 26th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Rombo,Dodoma,2019-08-21 00:17:54.963360
21,06:00 AM                                                             Tuesday,August 27th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Rombo,Dodoma,2019-08-21 00:17:54.963360
22,07:50 AM                                                             Thursday,August 22nd,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Thursday,0.89,2019-08-22,Moshi,Dodoma,2019-08-21 00:17:54.963360
23,07:50 AM                                                             Friday,August 23rd,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Friday,0.89,2019-08-23,Moshi,Dodoma,2019-08-21 00:17:54.963360
24,07:50 AM                                                             Saturday,August 24th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Saturday,0.91,2019-08-24,Moshi,Dodoma,2019-08-21 00:17:54.963360
25,07:50 AM                                                             Sunday,August 25th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Sunday,0.89,2019-08-25,Moshi,Dodoma,2019-08-21 00:17:54.963360
26,07:50 AM                                                             Monday,August 26th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Monday,0.89,2019-08-26,Moshi,Dodoma,2019-08-21 00:17:54.963360
27,07:50 AM                                                             Tuesday,August 27th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Tuesday,0.89,2019-08-27,Moshi,Dodoma,2019-08-21 00:17:54.963360
28,07:50 AM                                                             Wednesday,August 28th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Wednesday,0.89,2019-08-28,Moshi,Dodoma,2019-08-21 00:17:54.963360
29,07:50 AM                                                             Thursday,August 29th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Thursday,0.89,2019-08-29,Moshi,Dodoma,2019-08-21 00:17:54.963360
30,06:00 AM                                                             Thursday,August 22nd,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.96,2019-08-22,Mbeya,Dodoma,2019-08-21 00:17:54.963360
31,06:00 AM                                                             Friday,August 23rd,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Friday,0.95,2019-08-23,Mbeya,Dodoma,2019-08-21 00:17:54.963360
32,06:00 AM                                                             Saturday,August 24th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-24,Mbeya,Dodoma,2019-08-21 00:17:54.963360
33,06:00 AM                                                             Sunday,August 25th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Mbeya,Dodoma,2019-08-21 00:17:54.963360
34,06:00 AM                                                             Monday,August 26th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Mbeya,Dodoma,2019-08-21 00:17:54.963360
42,06:00 AM                                                             Friday,August 23rd,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Friday,0.89,2019-08-23,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
43,07:30 AM                                                             Friday,August 23rd,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Friday,0.89,2019-08-23,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
44,09:30 AM                                                             Friday,August 23rd,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Friday,0.82,2019-08-23,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
45,10:00 AM                                                             Friday,August 23rd,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Friday,0.82,2019-08-23,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
46,11:30 AM                                                             Friday,August 23rd,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Friday,0.83,2019-08-23,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
47,03:30 PM                                                             Friday,August 23rd,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Friday,0.83,2019-08-23,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
48,06:00 AM                                                             Saturday,August 24th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.86,2019-08-24,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
49,07:30 AM                                                             Saturday,August 24th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.86,2019-08-24,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
50,09:30 AM                                                             Saturday,August 24th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Saturday,0.82,2019-08-24,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
51,10:00 AM                                                             Saturday,August 24th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Saturday,0.82,2019-08-24,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
52,10:30 AM                                                             Saturday,August 24th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.85,2019-08-24,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
53,11:30 AM                                                             Saturday,August 24th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.85,2019-08-24,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
54,03:30 PM                                                             Saturday,August 24th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Saturday,0.84,2019-08-24,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
55,06:00 AM                                                             Sunday,August 25th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.82,2019-08-25,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
56,07:30 AM                                                             Sunday,August 25th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Sunday,0.82,2019-08-25,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
57,09:30 AM                                                             Sunday,August 25th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Sunday,0.83,2019-08-25,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
58,10:00 AM                                                             Sunday,August 25th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Sunday,0.83,2019-08-25,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
59,10:30 AM                                                             Sunday,August 25th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Sunday,0.84,2019-08-25,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
60,11:30 AM                                                             Sunday,August 25th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Sunday,0.84,2019-08-25,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
61,03:30 PM                                                             Sunday,August 25th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Sunday,0.82,2019-08-25,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
62,06:00 AM                                                             Monday,August 26th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Monday,0.82,2019-08-26,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
63,07:30 AM                                                             Monday,August 26th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Monday,0.82,2019-08-26,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
64,09:30 AM                                                             Monday,August 26th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Monday,0.82,2019-08-26,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
65,10:00 AM                                                             Monday,August 26th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Monday,0.82,2019-08-26,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
66,10:30 AM                                                             Monday,August 26th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Monday,0.81,2019-08-26,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
67,11:30 AM                                                             Monday,August 26th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Monday,0.81,2019-08-26,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
68,03:30 PM                                                             Monday,August 26th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Monday,0.84,2019-08-26,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
69,06:00 AM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.82,2019-08-27,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
70,07:30 AM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Tuesday,0.82,2019-08-27,Dar es Salaam,Dodoma,2019-08-21 00:17:54.963360
71,06:00 AM                                                             Thursday,August 22nd,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-22,Dodoma,Mbeya,2019-08-21 00:17:54.963360
72,06:00 AM                                                             Friday,August 23rd,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Friday,0.93,2019-08-23,Dodoma,Mbeya,2019-08-21 00:17:54.963360
73,06:00 AM                                                             Saturday,August 24th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-24,Dodoma,Mbeya,2019-08-21 00:17:54.963360
74,06:00 AM                                                             Sunday,August 25th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Dodoma,Mbeya,2019-08-21 00:17:54.963360
75,06:00 AM                                                             Monday,August 26th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Dodoma,Mbeya,2019-08-21 00:17:54.963360
76,06:00 AM                                                             Friday,August 23rd,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Friday,0.81,2019-08-23,Dodoma,Dar es Salaam,2019-08-21 00:17:54.963360
77,07:30 AM                                                             Friday,August 23rd,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Friday,0.81,2019-08-23,Dodoma,Dar es Salaam,2019-08-21 00:17:54.963360
78,09:30 AM                                                             Friday,August 23rd,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Friday,0.82,2019-08-23,Dodoma,Dar es Salaam,2019-08-21 00:17:54.963360
79,10:00 AM                                                             Friday,August 23rd,Dodoma,35000,Dar es Salaam,Luxury Bus,10:00 AM,Friday,0.82,2019-08-23,Dodoma,Dar es Salaam,2019-08-21 00:17:54.963360
80,06:00 AM                                                             Saturday,August 24th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Saturday,0.83,2019-08-24,Dodoma,Dar es Salaam,2019-08-21 00:17:54.963360
81,07:30 AM                                                             Saturday,August 24th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Saturday,0.83,2019-08-24,Dodoma,Dar es Salaam,2019-08-21 00:17:54.963360
