,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
29,09:30 AM                                                             Saturday,August 31st,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Saturday,0.84,2019-08-31,Dar es Salaam,Dodoma,2019-08-28 00:18:28.804500
30,10:00 AM                                                             Saturday,August 31st,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Saturday,0.87,2019-08-31,Dar es Salaam,Dodoma,2019-08-28 00:18:28.804500
31,10:30 AM                                                             Saturday,August 31st,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.87,2019-08-31,Dar es Salaam,Dodoma,2019-08-28 00:18:28.804500
32,11:30 AM                                                             Saturday,August 31st,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.84,2019-08-31,Dar es Salaam,Dodoma,2019-08-28 00:18:28.804500
33,06:00 AM                                                             Thursday,August 29th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-29,Dodoma,Mbeya,2019-08-28 00:18:28.804500
34,06:00 AM                                                             Friday,August 30th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Friday,0.93,2019-08-30,Dodoma,Mbeya,2019-08-28 00:18:28.804500
35,06:00 AM                                                             Thursday,August 29th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Thursday,0.81,2019-08-29,Dodoma,Dar es Salaam,2019-08-28 00:18:28.804500
36,07:30 AM                                                             Thursday,August 29th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Thursday,0.81,2019-08-29,Dodoma,Dar es Salaam,2019-08-28 00:18:28.804500
37,09:30 AM                                                             Thursday,August 29th,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Thursday,0.85,2019-08-29,Dodoma,Dar es Salaam,2019-08-28 00:18:28.804500
38,10:00 AM                                                             Thursday,August 29th,Dodoma,35000,Dar es Salaam,Luxury Bus,10:00 AM,Thursday,0.85,2019-08-29,Dodoma,Dar es Salaam,2019-08-28 00:18:28.804500
39,06:00 AM                                                             Friday,August 30th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Friday,0.81,2019-08-30,Dodoma,Dar es Salaam,2019-08-28 00:18:28.804500
40,07:30 AM                                                             Friday,August 30th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Friday,0.81,2019-08-30,Dodoma,Dar es Salaam,2019-08-28 00:18:28.804500
41,06:00 AM                                                             Saturday,August 31st,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Saturday,0.81,2019-08-31,Dodoma,Dar es Salaam,2019-08-28 00:18:28.804500
42,07:30 AM                                                             Saturday,August 31st,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Saturday,0.81,2019-08-31,Dodoma,Dar es Salaam,2019-08-28 00:18:28.804500
