,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
11,07:50 AM                                                             Wednesday,September 4th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Wednesday,0.91,2019-09-04,Moshi,Dodoma,2019-08-31 00:17:55.731428
12,07:50 AM                                                             Thursday,September 5th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Thursday,0.89,2019-09-05,Moshi,Dodoma,2019-08-31 00:17:55.731428
13,06:00 AM                                                             Sunday,September 1st,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.98,2019-09-01,Mbeya,Dodoma,2019-08-31 00:17:55.731428
14,06:00 AM                                                             Monday,September 2nd,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-09-02,Mbeya,Dodoma,2019-08-31 00:17:55.731428
15,06:00 AM                                                             Tuesday,September 3rd,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.93,2019-09-03,Mbeya,Dodoma,2019-08-31 00:17:55.731428
16,06:00 AM                                                             Wednesday,September 4th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.93,2019-09-04,Mbeya,Dodoma,2019-08-31 00:17:55.731428
17,06:00 AM                                                             Thursday,September 5th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.93,2019-09-05,Mbeya,Dodoma,2019-08-31 00:17:55.731428
22,06:00 AM                                                             Monday,September 2nd,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Monday,0.86,2019-09-02,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
23,07:30 AM                                                             Monday,September 2nd,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Monday,0.86,2019-09-02,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
24,10:30 AM                                                             Monday,September 2nd,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Monday,0.82,2019-09-02,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
25,11:30 AM                                                             Monday,September 2nd,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Monday,0.82,2019-09-02,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
26,03:30 PM                                                             Monday,September 2nd,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Monday,0.84,2019-09-02,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
27,06:00 AM                                                             Tuesday,September 3rd,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.86,2019-09-03,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
28,07:30 AM                                                             Tuesday,September 3rd,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Tuesday,0.86,2019-09-03,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
29,10:30 AM                                                             Tuesday,September 3rd,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Tuesday,0.85,2019-09-03,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
30,11:30 AM                                                             Tuesday,September 3rd,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Tuesday,0.85,2019-09-03,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
31,03:30 PM                                                             Tuesday,September 3rd,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Tuesday,0.84,2019-09-03,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
32,06:00 AM                                                             Wednesday,September 4th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.82,2019-09-04,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
33,07:30 AM                                                             Wednesday,September 4th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Wednesday,0.82,2019-09-04,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
34,10:30 AM                                                             Wednesday,September 4th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Wednesday,0.82,2019-09-04,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
35,11:30 AM                                                             Wednesday,September 4th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Wednesday,0.82,2019-09-04,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
36,03:30 PM                                                             Wednesday,September 4th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Wednesday,0.84,2019-09-04,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
37,06:00 AM                                                             Thursday,September 5th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.82,2019-09-05,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
38,07:30 AM                                                             Thursday,September 5th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Thursday,0.82,2019-09-05,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
39,10:30 AM                                                             Thursday,September 5th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Thursday,0.82,2019-09-05,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
40,11:30 AM                                                             Thursday,September 5th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Thursday,0.82,2019-09-05,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
41,03:30 PM                                                             Thursday,September 5th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Thursday,0.84,2019-09-05,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
42,06:00 AM                                                             Friday,September 6th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Friday,0.82,2019-09-06,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
43,07:30 AM                                                             Friday,September 6th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Friday,0.82,2019-09-06,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
44,10:30 AM                                                             Friday,September 6th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Friday,0.82,2019-09-06,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
45,11:30 AM                                                             Friday,September 6th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Friday,0.82,2019-09-06,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
46,03:30 PM                                                             Friday,September 6th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Friday,0.84,2019-09-06,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
47,06:00 AM                                                             Saturday,September 7th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.82,2019-09-07,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
48,07:30 AM                                                             Saturday,September 7th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.82,2019-09-07,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
49,10:30 AM                                                             Saturday,September 7th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.82,2019-09-07,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
50,11:30 AM                                                             Saturday,September 7th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.82,2019-09-07,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
51,03:30 PM                                                             Saturday,September 7th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Saturday,0.84,2019-09-07,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
52,06:00 AM                                                             Sunday,September 8th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.82,2019-09-08,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
53,07:30 AM                                                             Sunday,September 8th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Sunday,0.82,2019-09-08,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
54,10:30 AM                                                             Sunday,September 8th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Sunday,0.82,2019-09-08,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
55,11:30 AM                                                             Sunday,September 8th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Sunday,0.82,2019-09-08,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
56,03:30 PM                                                             Sunday,September 8th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Sunday,0.84,2019-09-08,Dar es Salaam,Dodoma,2019-08-31 00:17:55.731428
57,06:00 AM                                                             Sunday,September 1st,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Sunday,0.93,2019-09-01,Dodoma,Mbeya,2019-08-31 00:17:55.731428
58,06:00 AM                                                             Monday,September 2nd,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Monday,0.93,2019-09-02,Dodoma,Mbeya,2019-08-31 00:17:55.731428
59,06:00 AM                                                             Tuesday,September 3rd,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Tuesday,0.93,2019-09-03,Dodoma,Mbeya,2019-08-31 00:17:55.731428
60,06:00 AM                                                             Wednesday,September 4th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Wednesday,0.93,2019-09-04,Dodoma,Mbeya,2019-08-31 00:17:55.731428
61,06:00 AM                                                             Thursday,September 5th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Thursday,0.93,2019-09-05,Dodoma,Mbeya,2019-08-31 00:17:55.731428
62,06:00 AM                                                             Sunday,September 1st,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Sunday,0.89,2019-09-01,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
63,07:30 AM                                                             Sunday,September 1st,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Sunday,0.89,2019-09-01,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
64,09:30 AM                                                             Sunday,September 1st,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Sunday,0.98,2019-09-01,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
65,11:30 AM                                                             Sunday,September 1st,Dodoma,25000,Dar es Salaam,Luxury Bus,11:30 AM,Sunday,0.98,2019-09-01,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
66,02:30 PM                                                             Sunday,September 1st,Dodoma,20000,Dar es Salaam,Luxury Bus,02:30 PM,Sunday,0.96,2019-09-01,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
67,06:00 AM                                                             Monday,September 2nd,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Monday,0.81,2019-09-02,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
68,07:30 AM                                                             Monday,September 2nd,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Monday,0.81,2019-09-02,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
69,09:30 AM                                                             Monday,September 2nd,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Monday,0.88,2019-09-02,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
70,10:00 AM                                                             Monday,September 2nd,Dodoma,35000,Dar es Salaam,Luxury Bus,10:00 AM,Monday,0.88,2019-09-02,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
71,10:30 AM                                                             Monday,September 2nd,Dodoma,37000,Dar es Salaam,Luxury Bus,10:30 AM,Monday,0.85,2019-09-02,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
72,11:30 AM                                                             Monday,September 2nd,Dodoma,25000,Dar es Salaam,Luxury Bus,11:30 AM,Monday,0.85,2019-09-02,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
73,02:30 PM                                                             Monday,September 2nd,Dodoma,20000,Dar es Salaam,Luxury Bus,02:30 PM,Monday,0.81,2019-09-02,Dodoma,Dar es Salaam,2019-08-31 00:17:55.731428
