,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Saturday,September 7th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.95,2019-09-07,Dar es Salaam,Dodoma,2019-09-06 00:18:05.659942
1,07:30 AM                                                             Saturday,September 7th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.95,2019-09-07,Dar es Salaam,Dodoma,2019-09-06 00:18:05.659942
2,11:30 AM                                                             Saturday,September 7th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.91,2019-09-07,Dar es Salaam,Dodoma,2019-09-06 00:18:05.659942
3,03:30 PM                                                             Saturday,September 7th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Saturday,0.91,2019-09-07,Dar es Salaam,Dodoma,2019-09-06 00:18:05.659942
4,06:00 AM                                                             Saturday,September 7th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Saturday,0.96,2019-09-07,Dodoma,Rombo,2019-09-06 00:18:05.659942
5,06:00 AM                                                             Sunday,September 8th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Sunday,0.96,2019-09-08,Dodoma,Rombo,2019-09-06 00:18:05.659942
6,06:00 AM                                                             Monday,September 9th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Monday,0.96,2019-09-09,Dodoma,Rombo,2019-09-06 00:18:05.659942
7,06:00 AM                                                             Tuesday,September 10th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Tuesday,0.96,2019-09-10,Dodoma,Rombo,2019-09-06 00:18:05.659942
8,06:00 AM                                                             Wednesday,September 11th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Wednesday,0.96,2019-09-11,Dodoma,Rombo,2019-09-06 00:18:05.659942
9,06:00 AM                                                             Thursday,September 12th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Thursday,0.96,2019-09-12,Dodoma,Rombo,2019-09-06 00:18:05.659942
10,06:00 AM                                                             Friday,September 13th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Friday,0.96,2019-09-13,Dodoma,Rombo,2019-09-06 00:18:05.659942
11,06:00 AM                                                             Saturday,September 14th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Saturday,0.96,2019-09-14,Dodoma,Rombo,2019-09-06 00:18:05.659942
12,06:00 AM                                                             Sunday,September 15th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Sunday,0.96,2019-09-15,Dodoma,Rombo,2019-09-06 00:18:05.659942
13,06:00 AM                                                             Monday,September 16th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Monday,0.96,2019-09-16,Dodoma,Rombo,2019-09-06 00:18:05.659942
14,06:00 AM                                                             Tuesday,September 17th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Tuesday,0.96,2019-09-17,Dodoma,Rombo,2019-09-06 00:18:05.659942
15,06:00 AM                                                             Wednesday,September 18th,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Wednesday,0.96,2019-09-18,Dodoma,Rombo,2019-09-06 00:18:05.659942
16,06:00 AM                                                             Saturday,September 7th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.95,2019-09-07,Dodoma,Moshi,2019-09-06 00:18:05.659942
17,06:00 AM                                                             Sunday,September 8th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Sunday,0.93,2019-09-08,Dodoma,Moshi,2019-09-06 00:18:05.659942
18,06:00 AM                                                             Monday,September 9th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Monday,0.93,2019-09-09,Dodoma,Moshi,2019-09-06 00:18:05.659942
19,06:00 AM                                                             Tuesday,September 10th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Tuesday,0.93,2019-09-10,Dodoma,Moshi,2019-09-06 00:18:05.659942
20,06:00 AM                                                             Wednesday,September 11th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Wednesday,0.93,2019-09-11,Dodoma,Moshi,2019-09-06 00:18:05.659942
21,06:00 AM                                                             Thursday,September 12th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Thursday,0.93,2019-09-12,Dodoma,Moshi,2019-09-06 00:18:05.659942
22,06:00 AM                                                             Friday,September 13th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Friday,0.93,2019-09-13,Dodoma,Moshi,2019-09-06 00:18:05.659942
23,06:00 AM                                                             Saturday,September 14th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.93,2019-09-14,Dodoma,Moshi,2019-09-06 00:18:05.659942
24,06:00 AM                                                             Sunday,September 15th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Sunday,0.93,2019-09-15,Dodoma,Moshi,2019-09-06 00:18:05.659942
25,06:00 AM                                                             Monday,September 16th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Monday,0.93,2019-09-16,Dodoma,Moshi,2019-09-06 00:18:05.659942
