,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Friday,August 23rd,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Friday,0.89,2019-08-23,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
1,07:30 AM                                                             Friday,August 23rd,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Friday,0.89,2019-08-23,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
2,09:30 AM                                                             Friday,August 23rd,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Friday,0.84,2019-08-23,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
3,10:00 AM                                                             Friday,August 23rd,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Friday,0.84,2019-08-23,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
4,10:30 AM                                                             Friday,August 23rd,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Friday,0.83,2019-08-23,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
5,11:30 AM                                                             Friday,August 23rd,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Friday,0.83,2019-08-23,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
6,06:00 AM                                                             Friday,August 23rd,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Friday,0.93,2019-08-23,Dodoma,Moshi,2019-08-22 00:18:05.992481
7,06:00 AM                                                             Saturday,August 24th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-24,Dodoma,Moshi,2019-08-22 00:18:05.992481
8,06:00 AM                                                             Sunday,August 25th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Dodoma,Moshi,2019-08-22 00:18:05.992481
9,06:00 AM                                                             Monday,August 26th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Monday,0.96,2019-08-26,Dodoma,Moshi,2019-08-22 00:18:05.992481
10,06:00 AM                                                             Tuesday,August 27th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Dodoma,Moshi,2019-08-22 00:18:05.992481
11,06:00 AM                                                             Wednesday,August 28th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-28,Dodoma,Moshi,2019-08-22 00:18:05.992481
12,06:00 AM                                                             Thursday,August 29th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-29,Dodoma,Moshi,2019-08-22 00:18:05.992481
13,06:00 AM                                                             Friday,August 30th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Friday,0.93,2019-08-30,Dodoma,Moshi,2019-08-22 00:18:05.992481
14,06:00 AM                                                             Saturday,August 31st,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-31,Dodoma,Moshi,2019-08-22 00:18:05.992481
15,06:00 AM                                                             Saturday,August 24th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-24,Rombo,Dodoma,2019-08-22 00:18:05.992481
16,06:00 AM                                                             Sunday,August 25th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Rombo,Dodoma,2019-08-22 00:18:05.992481
17,06:00 AM                                                             Monday,August 26th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Rombo,Dodoma,2019-08-22 00:18:05.992481
18,06:00 AM                                                             Tuesday,August 27th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Rombo,Dodoma,2019-08-22 00:18:05.992481
19,07:50 AM                                                             Friday,August 23rd,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Friday,0.89,2019-08-23,Moshi,Dodoma,2019-08-22 00:18:05.992481
20,07:50 AM                                                             Saturday,August 24th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Saturday,0.93,2019-08-24,Moshi,Dodoma,2019-08-22 00:18:05.992481
21,07:50 AM                                                             Sunday,August 25th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Sunday,0.89,2019-08-25,Moshi,Dodoma,2019-08-22 00:18:05.992481
22,07:50 AM                                                             Monday,August 26th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Monday,0.89,2019-08-26,Moshi,Dodoma,2019-08-22 00:18:05.992481
23,07:50 AM                                                             Tuesday,August 27th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Tuesday,0.89,2019-08-27,Moshi,Dodoma,2019-08-22 00:18:05.992481
24,07:50 AM                                                             Wednesday,August 28th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Wednesday,0.89,2019-08-28,Moshi,Dodoma,2019-08-22 00:18:05.992481
25,07:50 AM                                                             Thursday,August 29th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Thursday,0.89,2019-08-29,Moshi,Dodoma,2019-08-22 00:18:05.992481
26,06:00 AM                                                             Friday,August 23rd,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Friday,0.96,2019-08-23,Mbeya,Dodoma,2019-08-22 00:18:05.992481
27,06:00 AM                                                             Saturday,August 24th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.95,2019-08-24,Mbeya,Dodoma,2019-08-22 00:18:05.992481
28,06:00 AM                                                             Sunday,August 25th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Mbeya,Dodoma,2019-08-22 00:18:05.992481
29,06:00 AM                                                             Monday,August 26th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Mbeya,Dodoma,2019-08-22 00:18:05.992481
36,06:00 AM                                                             Saturday,August 24th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.91,2019-08-24,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
37,07:30 AM                                                             Saturday,August 24th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.91,2019-08-24,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
38,09:30 AM                                                             Saturday,August 24th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Saturday,0.82,2019-08-24,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
39,10:00 AM                                                             Saturday,August 24th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Saturday,0.82,2019-08-24,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
40,10:30 AM                                                             Saturday,August 24th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.85,2019-08-24,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
41,11:30 AM                                                             Saturday,August 24th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.85,2019-08-24,Dar es Salaam,Dodoma,2019-08-22 00:18:05.992481
