,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Friday,August 9th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Friday,0.84,2019-08-09,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
1,07:30 AM                                                             Friday,August 9th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Friday,0.84,2019-08-09,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
2,09:30 AM                                                             Friday,August 9th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Friday,0.84,2019-08-09,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
3,10:00 AM                                                             Friday,August 9th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Friday,0.84,2019-08-09,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
4,10:30 AM                                                             Friday,August 9th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Friday,0.87,2019-08-09,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
5,11:30 AM                                                             Friday,August 9th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Friday,0.87,2019-08-09,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
6,06:00 AM                                                             Friday,August 9th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Friday,0.93,2019-08-09,Dodoma,Moshi,2019-08-08 00:17:17.890089
7,06:00 AM                                                             Saturday,August 10th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-10,Dodoma,Moshi,2019-08-08 00:17:17.890089
8,06:00 AM                                                             Sunday,August 11th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-11,Dodoma,Moshi,2019-08-08 00:17:17.890089
9,06:00 AM                                                             Monday,August 12th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Monday,0.93,2019-08-12,Dodoma,Moshi,2019-08-08 00:17:17.890089
10,06:00 AM                                                             Friday,August 9th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Friday,0.96,2019-08-09,Rombo,Dodoma,2019-08-08 00:17:17.890089
11,06:00 AM                                                             Friday,August 9th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Friday,0.96,2019-08-09,Mbeya,Dodoma,2019-08-08 00:17:17.890089
12,06:00 AM                                                             Saturday,August 10th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.95,2019-08-10,Mbeya,Dodoma,2019-08-08 00:17:17.890089
13,06:00 AM                                                             Sunday,August 11th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-11,Mbeya,Dodoma,2019-08-08 00:17:17.890089
14,06:00 AM                                                             Monday,August 12th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-08-12,Mbeya,Dodoma,2019-08-08 00:17:17.890089
21,06:00 AM                                                             Saturday,August 10th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.95,2019-08-10,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
22,07:30 AM                                                             Saturday,August 10th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.95,2019-08-10,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
23,09:30 AM                                                             Saturday,August 10th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Saturday,0.87,2019-08-10,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
24,10:00 AM                                                             Saturday,August 10th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Saturday,0.87,2019-08-10,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
25,10:30 AM                                                             Saturday,August 10th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.87,2019-08-10,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
26,11:30 AM                                                             Saturday,August 10th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.87,2019-08-10,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
27,03:30 PM                                                             Saturday,August 10th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Saturday,0.88,2019-08-10,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
28,06:00 AM                                                             Sunday,August 11th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.82,2019-08-11,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
29,07:30 AM                                                             Sunday,August 11th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Sunday,0.82,2019-08-11,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
30,09:30 AM                                                             Sunday,August 11th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Sunday,0.85,2019-08-11,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
31,10:00 AM                                                             Sunday,August 11th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Sunday,0.85,2019-08-11,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
32,10:30 AM                                                             Sunday,August 11th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Sunday,0.84,2019-08-11,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
33,11:30 AM                                                             Sunday,August 11th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Sunday,0.84,2019-08-11,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
34,03:30 PM                                                             Sunday,August 11th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Sunday,0.82,2019-08-11,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
35,06:00 AM                                                             Monday,August 12th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Monday,0.82,2019-08-12,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
36,07:30 AM                                                             Monday,August 12th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Monday,0.82,2019-08-12,Dar es Salaam,Dodoma,2019-08-08 00:17:17.890089
37,06:00 AM                                                             Friday,August 9th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Friday,0.93,2019-08-09,Dodoma,Mbeya,2019-08-08 00:17:17.890089
