,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Wednesday,August 21st,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.84,2019-08-21,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
1,07:30 AM                                                             Wednesday,August 21st,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Wednesday,0.84,2019-08-21,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
2,09:30 AM                                                             Wednesday,August 21st,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Wednesday,0.84,2019-08-21,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
3,10:00 AM                                                             Wednesday,August 21st,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Wednesday,0.84,2019-08-21,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
4,11:30 AM                                                             Wednesday,August 21st,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Wednesday,0.85,2019-08-21,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
5,03:30 PM                                                             Wednesday,August 21st,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Wednesday,0.85,2019-08-21,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
6,06:00 AM                                                             Wednesday,August 21st,Dodoma,34000,Rombo,Luxury Bus,06:00 AM,Wednesday,0.88,2019-08-21,Dodoma,Rombo,2019-08-20 00:18:10.506055
7,06:00 AM                                                             Wednesday,August 21st,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-21,Dodoma,Moshi,2019-08-20 00:18:10.506055
8,06:00 AM                                                             Thursday,August 22nd,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-22,Dodoma,Moshi,2019-08-20 00:18:10.506055
9,06:00 AM                                                             Friday,August 23rd,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Friday,0.93,2019-08-23,Dodoma,Moshi,2019-08-20 00:18:10.506055
10,06:00 AM                                                             Saturday,August 24th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-24,Dodoma,Moshi,2019-08-20 00:18:10.506055
11,06:00 AM                                                             Sunday,August 25th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Dodoma,Moshi,2019-08-20 00:18:10.506055
12,06:00 AM                                                             Monday,August 26th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Monday,0.95,2019-08-26,Dodoma,Moshi,2019-08-20 00:18:10.506055
13,06:00 AM                                                             Tuesday,August 27th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Dodoma,Moshi,2019-08-20 00:18:10.506055
14,06:00 AM                                                             Wednesday,August 28th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-28,Dodoma,Moshi,2019-08-20 00:18:10.506055
15,06:00 AM                                                             Thursday,August 29th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-29,Dodoma,Moshi,2019-08-20 00:18:10.506055
16,06:00 AM                                                             Friday,August 30th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Friday,0.93,2019-08-30,Dodoma,Moshi,2019-08-20 00:18:10.506055
17,06:00 AM                                                             Saturday,August 31st,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-31,Dodoma,Moshi,2019-08-20 00:18:10.506055
18,06:00 AM                                                             Wednesday,August 21st,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-21,Rombo,Dodoma,2019-08-20 00:18:10.506055
19,06:00 AM                                                             Thursday,August 22nd,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-22,Rombo,Dodoma,2019-08-20 00:18:10.506055
20,06:00 AM                                                             Saturday,August 24th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-24,Rombo,Dodoma,2019-08-20 00:18:10.506055
21,06:00 AM                                                             Sunday,August 25th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Rombo,Dodoma,2019-08-20 00:18:10.506055
22,06:00 AM                                                             Monday,August 26th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Rombo,Dodoma,2019-08-20 00:18:10.506055
23,06:00 AM                                                             Tuesday,August 27th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Rombo,Dodoma,2019-08-20 00:18:10.506055
24,07:50 AM                                                             Wednesday,August 21st,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Wednesday,0.93,2019-08-21,Moshi,Dodoma,2019-08-20 00:18:10.506055
25,07:50 AM                                                             Thursday,August 22nd,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Thursday,0.89,2019-08-22,Moshi,Dodoma,2019-08-20 00:18:10.506055
26,07:50 AM                                                             Friday,August 23rd,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Friday,0.89,2019-08-23,Moshi,Dodoma,2019-08-20 00:18:10.506055
27,07:50 AM                                                             Saturday,August 24th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Saturday,0.91,2019-08-24,Moshi,Dodoma,2019-08-20 00:18:10.506055
28,07:50 AM                                                             Sunday,August 25th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Sunday,0.89,2019-08-25,Moshi,Dodoma,2019-08-20 00:18:10.506055
29,07:50 AM                                                             Monday,August 26th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Monday,0.89,2019-08-26,Moshi,Dodoma,2019-08-20 00:18:10.506055
30,07:50 AM                                                             Tuesday,August 27th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Tuesday,0.89,2019-08-27,Moshi,Dodoma,2019-08-20 00:18:10.506055
31,07:50 AM                                                             Wednesday,August 28th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Wednesday,0.89,2019-08-28,Moshi,Dodoma,2019-08-20 00:18:10.506055
32,07:50 AM                                                             Thursday,August 29th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Thursday,0.89,2019-08-29,Moshi,Dodoma,2019-08-20 00:18:10.506055
33,06:00 AM                                                             Wednesday,August 21st,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.95,2019-08-21,Mbeya,Dodoma,2019-08-20 00:18:10.506055
34,06:00 AM                                                             Thursday,August 22nd,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-22,Mbeya,Dodoma,2019-08-20 00:18:10.506055
35,06:00 AM                                                             Friday,August 23rd,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Friday,0.93,2019-08-23,Mbeya,Dodoma,2019-08-20 00:18:10.506055
36,06:00 AM                                                             Saturday,August 24th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-24,Mbeya,Dodoma,2019-08-20 00:18:10.506055
37,06:00 AM                                                             Sunday,August 25th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Mbeya,Dodoma,2019-08-20 00:18:10.506055
38,06:00 AM                                                             Monday,August 26th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Mbeya,Dodoma,2019-08-20 00:18:10.506055
45,06:00 AM                                                             Thursday,August 22nd,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.86,2019-08-22,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
46,07:30 AM                                                             Thursday,August 22nd,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Thursday,0.86,2019-08-22,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
47,09:30 AM                                                             Thursday,August 22nd,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Thursday,0.82,2019-08-22,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
48,10:00 AM                                                             Thursday,August 22nd,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Thursday,0.82,2019-08-22,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
49,10:30 AM                                                             Thursday,August 22nd,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Thursday,0.81,2019-08-22,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
50,11:30 AM                                                             Thursday,August 22nd,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Thursday,0.81,2019-08-22,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
51,03:30 PM                                                             Thursday,August 22nd,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Thursday,0.84,2019-08-22,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
52,06:00 AM                                                             Friday,August 23rd,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Friday,0.84,2019-08-23,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
53,07:30 AM                                                             Friday,August 23rd,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Friday,0.84,2019-08-23,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
54,09:30 AM                                                             Friday,August 23rd,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Friday,0.82,2019-08-23,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
55,10:00 AM                                                             Friday,August 23rd,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Friday,0.82,2019-08-23,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
56,11:30 AM                                                             Friday,August 23rd,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Friday,0.83,2019-08-23,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
57,03:30 PM                                                             Friday,August 23rd,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Friday,0.83,2019-08-23,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
58,06:00 AM                                                             Saturday,August 24th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.86,2019-08-24,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
59,07:30 AM                                                             Saturday,August 24th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.86,2019-08-24,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
60,09:30 AM                                                             Saturday,August 24th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Saturday,0.82,2019-08-24,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
61,10:00 AM                                                             Saturday,August 24th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Saturday,0.82,2019-08-24,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
62,10:30 AM                                                             Saturday,August 24th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.81,2019-08-24,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
63,11:30 AM                                                             Saturday,August 24th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.81,2019-08-24,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
64,03:30 PM                                                             Saturday,August 24th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Saturday,0.84,2019-08-24,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
65,06:00 AM                                                             Sunday,August 25th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.82,2019-08-25,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
66,07:30 AM                                                             Sunday,August 25th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Sunday,0.82,2019-08-25,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
67,09:30 AM                                                             Sunday,August 25th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Sunday,0.84,2019-08-25,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
68,10:00 AM                                                             Sunday,August 25th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Sunday,0.84,2019-08-25,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
69,10:30 AM                                                             Sunday,August 25th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Sunday,0.82,2019-08-25,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
70,11:30 AM                                                             Sunday,August 25th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Sunday,0.82,2019-08-25,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
71,06:00 AM                                                             Monday,August 26th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Monday,0.82,2019-08-26,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
72,07:30 AM                                                             Monday,August 26th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Monday,0.82,2019-08-26,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
73,09:30 AM                                                             Monday,August 26th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Monday,0.82,2019-08-26,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
74,10:00 AM                                                             Monday,August 26th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Monday,0.82,2019-08-26,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
75,10:30 AM                                                             Monday,August 26th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Monday,0.81,2019-08-26,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
76,11:30 AM                                                             Monday,August 26th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Monday,0.81,2019-08-26,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
77,03:30 PM                                                             Monday,August 26th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Monday,0.84,2019-08-26,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
78,06:00 AM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.82,2019-08-27,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
79,07:30 AM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Tuesday,0.82,2019-08-27,Dar es Salaam,Dodoma,2019-08-20 00:18:10.506055
80,06:00 AM                                                             Wednesday,August 21st,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-21,Dodoma,Mbeya,2019-08-20 00:18:10.506055
81,06:00 AM                                                             Thursday,August 22nd,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-22,Dodoma,Mbeya,2019-08-20 00:18:10.506055
82,06:00 AM                                                             Friday,August 23rd,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Friday,0.93,2019-08-23,Dodoma,Mbeya,2019-08-20 00:18:10.506055
83,06:00 AM                                                             Saturday,August 24th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-24,Dodoma,Mbeya,2019-08-20 00:18:10.506055
84,06:00 AM                                                             Sunday,August 25th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Sunday,0.93,2019-08-25,Dodoma,Mbeya,2019-08-20 00:18:10.506055
85,06:00 AM                                                             Monday,August 26th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Dodoma,Mbeya,2019-08-20 00:18:10.506055
86,06:00 AM                                                             Friday,August 23rd,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Friday,0.81,2019-08-23,Dodoma,Dar es Salaam,2019-08-20 00:18:10.506055
87,07:30 AM                                                             Friday,August 23rd,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Friday,0.81,2019-08-23,Dodoma,Dar es Salaam,2019-08-20 00:18:10.506055
88,09:30 AM                                                             Friday,August 23rd,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Friday,0.81,2019-08-23,Dodoma,Dar es Salaam,2019-08-20 00:18:10.506055
89,10:00 AM                                                             Friday,August 23rd,Dodoma,35000,Dar es Salaam,Luxury Bus,10:00 AM,Friday,0.81,2019-08-23,Dodoma,Dar es Salaam,2019-08-20 00:18:10.506055
