,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.82,2019-08-27,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
1,07:30 AM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Tuesday,0.82,2019-08-27,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
2,09:30 AM                                                             Tuesday,August 27th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Tuesday,0.87,2019-08-27,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
3,10:00 AM                                                             Tuesday,August 27th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Tuesday,0.87,2019-08-27,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
4,10:30 AM                                                             Tuesday,August 27th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Tuesday,0.89,2019-08-27,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
5,11:30 AM                                                             Tuesday,August 27th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Tuesday,0.89,2019-08-27,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
6,03:30 PM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Tuesday,0.84,2019-08-27,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
7,06:00 AM                                                             Tuesday,August 27th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Dodoma,Moshi,2019-08-26 00:18:08.440208
8,06:00 AM                                                             Wednesday,August 28th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-28,Dodoma,Moshi,2019-08-26 00:18:08.440208
9,06:00 AM                                                             Thursday,August 29th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-29,Dodoma,Moshi,2019-08-26 00:18:08.440208
10,06:00 AM                                                             Friday,August 30th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Friday,0.93,2019-08-30,Dodoma,Moshi,2019-08-26 00:18:08.440208
11,06:00 AM                                                             Saturday,August 31st,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-31,Dodoma,Moshi,2019-08-26 00:18:08.440208
12,06:00 AM                                                             Tuesday,August 27th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Rombo,Dodoma,2019-08-26 00:18:08.440208
13,07:50 AM                                                             Tuesday,August 27th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Tuesday,0.89,2019-08-27,Moshi,Dodoma,2019-08-26 00:18:08.440208
14,07:50 AM                                                             Wednesday,August 28th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Wednesday,0.89,2019-08-28,Moshi,Dodoma,2019-08-26 00:18:08.440208
15,07:50 AM                                                             Thursday,August 29th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Thursday,0.89,2019-08-29,Moshi,Dodoma,2019-08-26 00:18:08.440208
16,06:00 AM                                                             Tuesday,August 27th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.98,2019-08-27,Mbeya,Dodoma,2019-08-26 00:18:08.440208
17,06:00 AM                                                             Wednesday,August 28th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-28,Mbeya,Dodoma,2019-08-26 00:18:08.440208
18,06:00 AM                                                             Thursday,August 29th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-29,Mbeya,Dodoma,2019-08-26 00:18:08.440208
19,06:00 AM                                                             Friday,August 30th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Friday,0.93,2019-08-30,Mbeya,Dodoma,2019-08-26 00:18:08.440208
27,06:00 AM                                                             Wednesday,August 28th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.82,2019-08-28,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
28,07:30 AM                                                             Wednesday,August 28th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Wednesday,0.82,2019-08-28,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
29,09:30 AM                                                             Wednesday,August 28th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Wednesday,0.82,2019-08-28,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
30,10:00 AM                                                             Wednesday,August 28th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Wednesday,0.82,2019-08-28,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
31,10:30 AM                                                             Wednesday,August 28th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Wednesday,0.81,2019-08-28,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
32,11:30 AM                                                             Wednesday,August 28th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Wednesday,0.81,2019-08-28,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
33,03:30 PM                                                             Wednesday,August 28th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Wednesday,0.86,2019-08-28,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
34,07:30 AM                                                             Thursday,August 29th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Thursday,0.82,2019-08-29,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
35,09:30 AM                                                             Thursday,August 29th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Thursday,0.82,2019-08-29,Dar es Salaam,Dodoma,2019-08-26 00:18:08.440208
