,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Wednesday,August 28th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.88,2019-08-28,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
1,07:30 AM                                                             Wednesday,August 28th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Wednesday,0.88,2019-08-28,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
2,09:30 AM                                                             Wednesday,August 28th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Wednesday,0.84,2019-08-28,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
3,10:00 AM                                                             Wednesday,August 28th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Wednesday,0.84,2019-08-28,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
4,10:30 AM                                                             Wednesday,August 28th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Wednesday,0.81,2019-08-28,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
5,11:30 AM                                                             Wednesday,August 28th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Wednesday,0.81,2019-08-28,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
6,03:30 PM                                                             Wednesday,August 28th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Wednesday,0.86,2019-08-28,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
7,06:00 AM                                                             Wednesday,August 28th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-28,Dodoma,Moshi,2019-08-27 00:17:55.141755
8,06:00 AM                                                             Thursday,August 29th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-29,Dodoma,Moshi,2019-08-27 00:17:55.141755
9,06:00 AM                                                             Friday,August 30th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Friday,0.93,2019-08-30,Dodoma,Moshi,2019-08-27 00:17:55.141755
10,06:00 AM                                                             Saturday,August 31st,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-31,Dodoma,Moshi,2019-08-27 00:17:55.141755
11,06:00 AM                                                             Wednesday,August 28th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-28,Rombo,Dodoma,2019-08-27 00:17:55.141755
12,06:00 AM                                                             Thursday,August 29th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-29,Rombo,Dodoma,2019-08-27 00:17:55.141755
13,06:00 AM                                                             Friday,August 30th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Friday,0.93,2019-08-30,Rombo,Dodoma,2019-08-27 00:17:55.141755
14,06:00 AM                                                             Saturday,August 31st,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-31,Rombo,Dodoma,2019-08-27 00:17:55.141755
15,07:50 AM                                                             Wednesday,August 28th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Wednesday,0.89,2019-08-28,Moshi,Dodoma,2019-08-27 00:17:55.141755
16,07:50 AM                                                             Thursday,August 29th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Thursday,0.89,2019-08-29,Moshi,Dodoma,2019-08-27 00:17:55.141755
17,06:00 AM                                                             Wednesday,August 28th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.96,2019-08-28,Mbeya,Dodoma,2019-08-27 00:17:55.141755
18,06:00 AM                                                             Thursday,August 29th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-29,Mbeya,Dodoma,2019-08-27 00:17:55.141755
19,06:00 AM                                                             Friday,August 30th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Friday,0.93,2019-08-30,Mbeya,Dodoma,2019-08-27 00:17:55.141755
20,06:00 AM                                                             Saturday,August 31st,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.93,2019-08-31,Mbeya,Dodoma,2019-08-27 00:17:55.141755
28,07:30 AM                                                             Thursday,August 29th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Thursday,0.82,2019-08-29,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
29,09:30 AM                                                             Thursday,August 29th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Thursday,0.82,2019-08-29,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
30,10:00 AM                                                             Thursday,August 29th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Thursday,0.81,2019-08-29,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
31,10:30 AM                                                             Thursday,August 29th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Thursday,0.81,2019-08-29,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
32,11:30 AM                                                             Thursday,August 29th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Thursday,0.82,2019-08-29,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
33,03:30 PM                                                             Thursday,August 29th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Thursday,0.82,2019-08-29,Dar es Salaam,Dodoma,2019-08-27 00:17:55.141755
