,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Monday,August 12th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Monday,0.88,2019-08-12,Dar es Salaam,Dodoma,2019-08-11 00:17:32.060819
1,07:30 AM                                                             Monday,August 12th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Monday,0.88,2019-08-12,Dar es Salaam,Dodoma,2019-08-11 00:17:32.060819
2,09:30 AM                                                             Monday,August 12th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Monday,0.83,2019-08-12,Dar es Salaam,Dodoma,2019-08-11 00:17:32.060819
3,10:00 AM                                                             Monday,August 12th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Monday,0.83,2019-08-12,Dar es Salaam,Dodoma,2019-08-11 00:17:32.060819
4,10:30 AM                                                             Monday,August 12th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Monday,0.85,2019-08-12,Dar es Salaam,Dodoma,2019-08-11 00:17:32.060819
5,11:30 AM                                                             Monday,August 12th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Monday,0.85,2019-08-12,Dar es Salaam,Dodoma,2019-08-11 00:17:32.060819
6,03:30 PM                                                             Monday,August 12th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Monday,0.85,2019-08-12,Dar es Salaam,Dodoma,2019-08-11 00:17:32.060819
7,06:00 AM                                                             Monday,August 12th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Monday,0.98,2019-08-12,Dodoma,Moshi,2019-08-11 00:17:32.060819
15,06:00 AM                                                             Monday,August 12th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Monday,0.96,2019-08-12,Dodoma,Mbeya,2019-08-11 00:17:32.060819
16,06:00 AM                                                             Monday,August 12th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Monday,0.91,2019-08-12,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
17,07:30 AM                                                             Monday,August 12th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Monday,0.91,2019-08-12,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
18,06:00 AM                                                             Tuesday,August 13th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Tuesday,0.82,2019-08-13,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
19,07:30 AM                                                             Tuesday,August 13th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Tuesday,0.82,2019-08-13,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
20,09:30 AM                                                             Tuesday,August 13th,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Tuesday,0.91,2019-08-13,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
21,10:00 AM                                                             Tuesday,August 13th,Dodoma,35000,Dar es Salaam,Luxury Bus,10:00 AM,Tuesday,0.91,2019-08-13,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
22,10:30 AM                                                             Tuesday,August 13th,Dodoma,37000,Dar es Salaam,Luxury Bus,10:30 AM,Tuesday,0.82,2019-08-13,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
23,11:30 AM                                                             Tuesday,August 13th,Dodoma,25000,Dar es Salaam,Luxury Bus,11:30 AM,Tuesday,0.82,2019-08-13,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
24,02:30 PM                                                             Tuesday,August 13th,Dodoma,20000,Dar es Salaam,Luxury Bus,02:30 PM,Tuesday,0.84,2019-08-13,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
25,06:00 AM                                                             Wednesday,August 14th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Wednesday,0.94,2019-08-14,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
26,07:30 AM                                                             Wednesday,August 14th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Wednesday,0.94,2019-08-14,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
27,09:30 AM                                                             Wednesday,August 14th,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Wednesday,0.81,2019-08-14,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
28,10:00 AM                                                             Wednesday,August 14th,Dodoma,35000,Dar es Salaam,Luxury Bus,10:00 AM,Wednesday,0.81,2019-08-14,Dodoma,Dar es Salaam,2019-08-11 00:17:32.060819
