,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Wednesday,August 14th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.82,2019-08-14,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
1,07:30 AM                                                             Wednesday,August 14th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Wednesday,0.82,2019-08-14,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
2,09:30 AM                                                             Wednesday,August 14th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Wednesday,0.84,2019-08-14,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
3,10:00 AM                                                             Wednesday,August 14th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Wednesday,0.84,2019-08-14,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
4,10:30 AM                                                             Wednesday,August 14th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Wednesday,0.83,2019-08-14,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
5,11:30 AM                                                             Wednesday,August 14th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Wednesday,0.83,2019-08-14,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
6,03:30 PM                                                             Wednesday,August 14th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Wednesday,0.86,2019-08-14,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
14,06:00 AM                                                             Thursday,August 15th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Thursday,0.84,2019-08-15,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
15,07:30 AM                                                             Thursday,August 15th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Thursday,0.84,2019-08-15,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
16,09:30 AM                                                             Thursday,August 15th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Thursday,0.82,2019-08-15,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
17,10:00 AM                                                             Thursday,August 15th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Thursday,0.82,2019-08-15,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
18,10:30 AM                                                             Thursday,August 15th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Thursday,0.81,2019-08-15,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
19,11:30 AM                                                             Thursday,August 15th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Thursday,0.81,2019-08-15,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
20,03:30 PM                                                             Thursday,August 15th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Thursday,0.84,2019-08-15,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
21,06:00 AM                                                             Friday,August 16th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Friday,0.82,2019-08-16,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
22,07:30 AM                                                             Friday,August 16th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Friday,0.82,2019-08-16,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
23,09:30 AM                                                             Friday,August 16th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Friday,0.84,2019-08-16,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
24,10:00 AM                                                             Friday,August 16th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Friday,0.84,2019-08-16,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
25,10:30 AM                                                             Friday,August 16th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Friday,0.81,2019-08-16,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
26,11:30 AM                                                             Friday,August 16th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Friday,0.81,2019-08-16,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
27,03:30 PM                                                             Friday,August 16th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Friday,0.84,2019-08-16,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
28,06:00 AM                                                             Saturday,August 17th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Saturday,0.84,2019-08-17,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
29,07:30 AM                                                             Saturday,August 17th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.84,2019-08-17,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
30,09:30 AM                                                             Saturday,August 17th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Saturday,0.82,2019-08-17,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
31,10:00 AM                                                             Saturday,August 17th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Saturday,0.82,2019-08-17,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
32,10:30 AM                                                             Saturday,August 17th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.81,2019-08-17,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
33,11:30 AM                                                             Saturday,August 17th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.81,2019-08-17,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
34,03:30 PM                                                             Saturday,August 17th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Saturday,0.84,2019-08-17,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
35,06:00 AM                                                             Sunday,August 18th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.82,2019-08-18,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
36,07:30 AM                                                             Sunday,August 18th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Sunday,0.82,2019-08-18,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
37,09:30 AM                                                             Sunday,August 18th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Sunday,0.82,2019-08-18,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
38,10:00 AM                                                             Sunday,August 18th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Sunday,0.82,2019-08-18,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
39,10:30 AM                                                             Sunday,August 18th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Sunday,0.81,2019-08-18,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
40,11:30 AM                                                             Sunday,August 18th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Sunday,0.81,2019-08-18,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
41,03:30 PM                                                             Sunday,August 18th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Sunday,0.84,2019-08-18,Dar es Salaam,Dodoma,2019-08-13 00:17:25.153670
