,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
13,06:00 AM                                                             Monday,August 26th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Rombo,Dodoma,2019-08-25 00:17:52.038943
14,06:00 AM                                                             Tuesday,August 27th,Rombo,34000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Rombo,Dodoma,2019-08-25 00:17:52.038943
15,07:50 AM                                                             Monday,August 26th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Monday,0.93,2019-08-26,Moshi,Dodoma,2019-08-25 00:17:52.038943
16,07:50 AM                                                             Tuesday,August 27th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Tuesday,0.89,2019-08-27,Moshi,Dodoma,2019-08-25 00:17:52.038943
17,07:50 AM                                                             Wednesday,August 28th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Wednesday,0.89,2019-08-28,Moshi,Dodoma,2019-08-25 00:17:52.038943
18,07:50 AM                                                             Thursday,August 29th,Moshi,27000,Dodoma,Luxury Bus,07:50 AM,Thursday,0.89,2019-08-29,Moshi,Dodoma,2019-08-25 00:17:52.038943
19,06:00 AM                                                             Monday,August 26th,Mbeya,28000,Dodoma,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Mbeya,Dodoma,2019-08-25 00:17:52.038943
27,06:00 AM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Tuesday,0.82,2019-08-27,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
28,07:30 AM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Tuesday,0.82,2019-08-27,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
29,09:30 AM                                                             Tuesday,August 27th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Tuesday,0.87,2019-08-27,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
30,10:00 AM                                                             Tuesday,August 27th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Tuesday,0.87,2019-08-27,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
31,10:30 AM                                                             Tuesday,August 27th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Tuesday,0.85,2019-08-27,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
32,11:30 AM                                                             Tuesday,August 27th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Tuesday,0.85,2019-08-27,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
33,03:30 PM                                                             Tuesday,August 27th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Tuesday,0.84,2019-08-27,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
34,06:00 AM                                                             Wednesday,August 28th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Wednesday,0.82,2019-08-28,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
35,07:30 AM                                                             Wednesday,August 28th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Wednesday,0.82,2019-08-28,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
36,09:30 AM                                                             Wednesday,August 28th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Wednesday,0.82,2019-08-28,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
37,10:00 AM                                                             Wednesday,August 28th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Wednesday,0.82,2019-08-28,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
38,10:30 AM                                                             Wednesday,August 28th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Wednesday,0.81,2019-08-28,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
39,11:30 AM                                                             Wednesday,August 28th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Wednesday,0.81,2019-08-28,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
40,03:30 PM                                                             Wednesday,August 28th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Wednesday,0.86,2019-08-28,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
41,07:30 AM                                                             Thursday,August 29th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Thursday,0.82,2019-08-29,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
42,09:30 AM                                                             Thursday,August 29th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Thursday,0.82,2019-08-29,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
43,10:00 AM                                                             Thursday,August 29th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Thursday,0.81,2019-08-29,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
44,10:30 AM                                                             Thursday,August 29th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Thursday,0.81,2019-08-29,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
45,11:30 AM                                                             Thursday,August 29th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Thursday,0.84,2019-08-29,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
46,03:30 PM                                                             Thursday,August 29th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Thursday,0.84,2019-08-29,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
47,06:00 AM                                                             Friday,August 30th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Friday,0.82,2019-08-30,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
48,07:30 AM                                                             Friday,August 30th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Friday,0.82,2019-08-30,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
49,09:30 AM                                                             Friday,August 30th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Friday,0.84,2019-08-30,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
50,10:00 AM                                                             Friday,August 30th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Friday,0.84,2019-08-30,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
51,10:30 AM                                                             Friday,August 30th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Friday,0.81,2019-08-30,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
52,11:30 AM                                                             Friday,August 30th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Friday,0.81,2019-08-30,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
53,03:30 PM                                                             Friday,August 30th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Friday,0.84,2019-08-30,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
54,07:30 AM                                                             Saturday,August 31st,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Saturday,0.84,2019-08-31,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
55,09:30 AM                                                             Saturday,August 31st,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Saturday,0.84,2019-08-31,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
56,10:00 AM                                                             Saturday,August 31st,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Saturday,0.81,2019-08-31,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
57,10:30 AM                                                             Saturday,August 31st,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Saturday,0.81,2019-08-31,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
58,11:30 AM                                                             Saturday,August 31st,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Saturday,0.84,2019-08-31,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
59,03:30 PM                                                             Saturday,August 31st,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Saturday,0.84,2019-08-31,Dar es Salaam,Dodoma,2019-08-25 00:17:52.038943
60,06:00 AM                                                             Monday,August 26th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Monday,0.93,2019-08-26,Dodoma,Mbeya,2019-08-25 00:17:52.038943
61,06:00 AM                                                             Tuesday,August 27th,Dodoma,28000,Mbeya,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Dodoma,Mbeya,2019-08-25 00:17:52.038943
62,06:00 AM                                                             Monday,August 26th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Monday,0.82,2019-08-26,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
63,07:30 AM                                                             Monday,August 26th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Monday,0.82,2019-08-26,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
64,09:30 AM                                                             Monday,August 26th,Dodoma,25000,Dar es Salaam,Luxury Bus,09:30 AM,Monday,0.84,2019-08-26,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
65,10:00 AM                                                             Monday,August 26th,Dodoma,35000,Dar es Salaam,Luxury Bus,10:00 AM,Monday,0.84,2019-08-26,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
66,10:30 AM                                                             Monday,August 26th,Dodoma,37000,Dar es Salaam,Luxury Bus,10:30 AM,Monday,0.88,2019-08-26,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
67,11:30 AM                                                             Monday,August 26th,Dodoma,25000,Dar es Salaam,Luxury Bus,11:30 AM,Monday,0.88,2019-08-26,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
68,02:30 PM                                                             Monday,August 26th,Dodoma,20000,Dar es Salaam,Luxury Bus,02:30 PM,Monday,0.82,2019-08-26,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
69,06:00 AM                                                             Tuesday,August 27th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Tuesday,0.81,2019-08-27,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
70,07:30 AM                                                             Tuesday,August 27th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Tuesday,0.81,2019-08-27,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
71,06:00 AM                                                             Wednesday,August 28th,Dodoma,20000,Dar es Salaam,Luxury Bus,06:00 AM,Wednesday,0.85,2019-08-28,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
72,07:30 AM                                                             Wednesday,August 28th,Dodoma,18000,Dar es Salaam,Luxury Bus,07:30 AM,Wednesday,0.85,2019-08-28,Dodoma,Dar es Salaam,2019-08-25 00:17:52.038943
