,departure,date,destination,fare,origin,type,time,weekday,passengers,search_date,search_destination,search_origin,created_at
0,06:00 AM                                                             Sunday,August 25th,Dar es Salaam,20000,Dodoma,Luxury Bus,06:00 AM,Sunday,0.89,2019-08-25,Dar es Salaam,Dodoma,2019-08-24 00:18:01.057080
1,07:30 AM                                                             Sunday,August 25th,Dar es Salaam,20000,Dodoma,Luxury Bus,07:30 AM,Sunday,0.89,2019-08-25,Dar es Salaam,Dodoma,2019-08-24 00:18:01.057080
2,09:30 AM                                                             Sunday,August 25th,Dar es Salaam,25000,Dodoma,Luxury Bus,09:30 AM,Sunday,0.87,2019-08-25,Dar es Salaam,Dodoma,2019-08-24 00:18:01.057080
3,10:00 AM                                                             Sunday,August 25th,Dar es Salaam,35000,Dodoma,Luxury Bus,10:00 AM,Sunday,0.87,2019-08-25,Dar es Salaam,Dodoma,2019-08-24 00:18:01.057080
4,10:30 AM                                                             Sunday,August 25th,Dar es Salaam,37000,Dodoma,Luxury Bus,10:30 AM,Sunday,0.91,2019-08-25,Dar es Salaam,Dodoma,2019-08-24 00:18:01.057080
5,11:30 AM                                                             Sunday,August 25th,Dar es Salaam,25000,Dodoma,Luxury Bus,11:30 AM,Sunday,0.91,2019-08-25,Dar es Salaam,Dodoma,2019-08-24 00:18:01.057080
6,03:30 PM                                                             Sunday,August 25th,Dar es Salaam,20000,Dodoma,Luxury Bus,03:30 PM,Sunday,0.82,2019-08-25,Dar es Salaam,Dodoma,2019-08-24 00:18:01.057080
7,06:00 AM                                                             Sunday,August 25th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Sunday,0.95,2019-08-25,Dodoma,Moshi,2019-08-24 00:18:01.057080
8,06:00 AM                                                             Monday,August 26th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Monday,0.96,2019-08-26,Dodoma,Moshi,2019-08-24 00:18:01.057080
9,06:00 AM                                                             Tuesday,August 27th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Tuesday,0.93,2019-08-27,Dodoma,Moshi,2019-08-24 00:18:01.057080
10,06:00 AM                                                             Wednesday,August 28th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Wednesday,0.93,2019-08-28,Dodoma,Moshi,2019-08-24 00:18:01.057080
11,06:00 AM                                                             Thursday,August 29th,Dodoma,27000,Moshi,Luxury Bus,06:00 AM,Thursday,0.93,2019-08-29,Dodoma,Moshi,2019-08-24 00:18:01.057080
