,available boarding points,departure time,travel date,bus_co,created_at,destination,origin,price,search_date,search_destination,search_origin,seats_remaining
0,Jkia @ Paul's Cafe,08:15 AM,"Tue,Sep 03,2019",East African Shuttles,2019-09-02 00:46:34.528440,Arusha,Nairobi,2500,2019-09-03,Arusha,Nairobi,22.0
1,Jkia @ Paul's Cafe,02:00 PM,"Tue,Sep 03,2019",East African Shuttles,2019-09-02 00:46:34.528464,Arusha,Nairobi,2500,2019-09-03,Arusha,Nairobi,22.0
2,SIRARE,08:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:37.560433,Awendo,Sirare,1000,2019-09-03,Awendo,Sirare,14.0
3,SIRARE,07:30 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:37.560453,Awendo,Sirare,1000,2019-09-03,Awendo,Sirare,22.0
4,Amagoro,07:10 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:46:39.243805,Nakuru,Kimaiti,700,2019-09-03,Nakuru,Kimaiti,66.0
5,Amagoro,08:30 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:46:39.243825,Nakuru,Kimaiti,800,2019-09-03,Nakuru,Kimaiti,48.0
6,KERICHO,11:15 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724507,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
7,KERICHO,12:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724528,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
8,KERICHO,12:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724531,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
9,KERICHO,12:30 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724533,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
10,KERICHO,12:30 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724535,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
11,KERICHO,12:30 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724538,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
12,KERICHO,12:30 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724540,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
13,KERICHO,12:45 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724543,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
14,KERICHO,01:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724545,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
15,KERICHO,01:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724548,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,12.0
16,KERICHO,01:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724550,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
17,KERICHO,01:15 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724552,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,10.0
18,KERICHO,01:30 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724554,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
19,KERICHO,02:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724556,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,0.0
20,KERICHO,03:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:46:51.724558,Kisumu,Kericho,1400,2019-09-03,Kisumu,Kericho,24.0
21,Cheptais,05:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:46:55.772444,Westlands,Cheptais,1000,2019-09-03,Westlands,Cheptais,66.0
22,Cheptais,05:30 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:46:55.772454,Westlands,Cheptais,1000,2019-09-03,Westlands,Cheptais,66.0
23,Cheptais,06:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:46:55.772456,Westlands,Cheptais,800,2019-09-03,Westlands,Cheptais,66.0
24,Cheptais,07:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:46:55.772459,Westlands,Cheptais,800,2019-09-03,Westlands,Cheptais,67.0
25,Cheptais,07:10 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:46:55.772462,Westlands,Cheptais,800,2019-09-03,Westlands,Cheptais,48.0
26,Railways,08:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637727,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,0.0
27,Railways,08:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637744,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,0.0
28,Railways,08:30 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637747,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,0.0
29,Railways,09:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637750,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,0.0
30,Railways,09:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637753,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,0.0
31,Railways,09:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637755,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,0.0
32,Railways,09:15 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637758,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,10.0
33,Railways,09:15 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637760,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,22.0
34,Railways,09:15 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637762,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,0.0
35,Railways,09:30 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:01.637765,Rongo,Nairobi,1000,2019-09-03,Rongo,Nairobi,13.0
36,Busia,07:30 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:09.576221,Kericho,Busia,800,2019-09-03,Kericho,Busia,10.0
37,Busia,06:45 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:09.576240,Kericho,Busia,800,2019-09-03,Kericho,Busia,30.0
38,Busia,07:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:09.576243,Kericho,Busia,800,2019-09-03,Kericho,Busia,15.0
39,Esidende,06:30 AM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:11.370132,Kangemi,Koyonzo,600,2019-09-03,Kangemi,Koyonzo,67.0
40,Esidende,05:30 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:11.370152,Kangemi,Koyonzo,600,2019-09-03,Kangemi,Koyonzo,67.0
41,Cheptais,05:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:13.633729,Naivasha,Chesikaki,1000,2019-09-03,Naivasha,Chesikaki,66.0
42,Cheptais,05:30 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:13.633750,Naivasha,Chesikaki,1000,2019-09-03,Naivasha,Chesikaki,66.0
43,Cheptais,06:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:13.633753,Naivasha,Chesikaki,800,2019-09-03,Naivasha,Chesikaki,66.0
44,Cheptais,07:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:13.633756,Naivasha,Chesikaki,800,2019-09-03,Naivasha,Chesikaki,67.0
45,Cheptais,07:10 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:13.633758,Naivasha,Chesikaki,800,2019-09-03,Naivasha,Chesikaki,48.0
46,Kangemi,09:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:16.682276,Kwa Muthoni,Uthiru,1000,2019-09-03,Kwa%20muthoni,Uthiru,44.0
47,Kangemi,09:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:16.682295,Kwa Muthoni,Uthiru,1000,2019-09-03,Kwa%20muthoni,Uthiru,48.0
48,Busia,07:30 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:22.461153,Maseno,Busia,300,2019-09-03,Maseno,Busia,10.0
49,Busia,06:45 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:22.461171,Maseno,Busia,300,2019-09-03,Maseno,Busia,30.0
50,Busia,07:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:22.461174,Maseno,Busia,300,2019-09-03,Maseno,Busia,21.0
51,Country Bus,09:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:24.101196,Kimilili,Nakuru,1000,2019-09-03,Kimilili,Nakuru,48.0
52,Amagoro,07:10 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:26.391284,Uthiru,Kanduyi,700,2019-09-03,Uthiru,Kanduyi,66.0
53,Amagoro,08:30 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:26.391302,Uthiru,Kanduyi,800,2019-09-03,Uthiru,Kanduyi,48.0
54,Country Bus,09:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:29.169569,Sirisia,Nairobi,1000,2019-09-03,Sirisia,Nairobi,48.0
55,Country Bus,09:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:34.804148,Chimoi,Uthiru,1000,2019-09-03,Chimoi,Uthiru,48.0
56,Kangemi,09:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:38.541954,Kitale,Uthiru,1000,2019-09-03,Kitale,Uthiru,44.0
57,Kangemi,09:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:38.541975,Kitale,Uthiru,1000,2019-09-03,Kitale,Uthiru,48.0
58,Railways,08:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:47.235228,Kakamega,Nairobi,1450,2019-09-03,Kakamega,Nairobi,0.0
59,Railways,08:30 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:47.235248,Kakamega,Nairobi,1450,2019-09-03,Kakamega,Nairobi,0.0
60,Railways,09:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:47.235251,Kakamega,Nairobi,1450,2019-09-03,Kakamega,Nairobi,15.0
61,Railways,09:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:47.235253,Kakamega,Nairobi,1450,2019-09-03,Kakamega,Nairobi,0.0
62,Railways,07:45 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:47.235256,Kakamega,Nairobi,1450,2019-09-03,Kakamega,Nairobi,17.0
63,Railways,09:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:47.235258,Kakamega,Nairobi,1450,2019-09-03,Kakamega,Nairobi,10.0
64,Railways,10:00 PM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:47.235261,Kakamega,Nairobi,1450,2019-09-03,Kakamega,Nairobi,32.0
65,Country Bus,09:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:49.623938,Kimaiti,Westlands,1000,2019-09-03,Kimaiti,Westlands,48.0
66,Jkia @ Paul's Cafe,08:15 AM,"Tue,Sep 03,2019",East African Shuttles,2019-09-02 00:47:51.299947,Arusha,Parkside Hotel,2500,2019-09-03,Arusha,Parkside%20hotel,22.0
67,Jkia @ Paul's Cafe,02:00 PM,"Tue,Sep 03,2019",East African Shuttles,2019-09-02 00:47:51.299966,Arusha,Parkside Hotel,2500,2019-09-03,Arusha,Parkside%20hotel,22.0
68,Chavakali,08:00 PM,"Tue,Sep 03,2019",Greenline,2019-09-02 00:47:52.776500,Naivasha,Kakamega,700,2019-09-03,Naivasha,Kakamega,67.0
69,NAKURU,10:00 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:59.282598,Busia,Nakuru,1000,2019-09-03,Busia,Nakuru,0.0
70,NAKURU,10:45 AM,"Tue,Sep 03,2019",EasyCoach,2019-09-02 00:47:59.282617,Busia,Nakuru,1000,2019-09-03,Busia,Nakuru,0.0
