,available boarding points,departure time,travel date,bus_co,created_at,destination,origin,price,search_date,search_destination,search_origin,seats_remaining
0,Jkia @ Paul's Cafe,08:15 AM,"Sat,Aug 10,2019",East African Shuttles,2019-08-09 09:11:37.740798,Arusha,Nairobi,2500,2019-08-10,Arusha,Nairobi,22.0
1,Jkia @ Paul's Cafe,02:00 PM,"Sat,Aug 10,2019",East African Shuttles,2019-08-09 09:11:37.740814,Arusha,Nairobi,2500,2019-08-10,Arusha,Nairobi,22.0
2,Railways,07:00 AM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790760,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,14.0
3,Railways,07:00 AM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790777,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,10.0
4,Railways,07:30 AM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790780,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,11.0
5,Railways,07:45 AM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790783,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,19.0
6,Railways,07:45 AM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790786,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,18.0
7,Railways,09:00 AM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790829,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,13.0
8,Railways,09:00 AM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790833,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,21.0
9,Railways,11:00 AM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790836,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,24.0
10,Railways,01:00 PM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790838,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,31.0
11,Railways,07:00 PM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790864,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,25.0
12,Railways,07:30 PM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790868,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,17.0
13,Railways,08:30 PM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790870,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,23.0
14,Railways,08:30 PM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790873,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,23.0
15,,08:30 PM,"Sat,Aug 10,2019",Crown Bus,2019-08-09 09:13:10.790875,Kisumu,Nairobi,1100,2019-08-10,Kisumu,Nairobi,45.0
16,Railways,09:00 PM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790886,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,27.0
17,Railways,09:30 PM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790889,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,21.0
18,Railways,10:00 PM,"Sat,Aug 10,2019",EasyCoach,2019-08-09 09:13:10.790891,Kisumu,Nairobi,1400,2019-08-10,Kisumu,Nairobi,20.0
19,Railways,07:00 AM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711773,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,11.0
20,Railways,07:30 AM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711799,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,25.0
21,Railways,07:45 AM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711805,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,17.0
22,Railways,09:00 AM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711810,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,30.0
23,Railways,09:00 AM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711814,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,18.0
24,Railways,11:00 AM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711819,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,31.0
25,Railways,01:00 PM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711823,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,32.0
26,Railways,07:30 PM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711826,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,23.0
27,Railways,08:30 PM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711829,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,29.0
28,Railways,08:30 PM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711854,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,19.0
29,,08:30 PM,"Sun,Aug 11,2019",Crown Bus,2019-08-09 09:13:23.711857,Kisumu,Nairobi,1100,2019-08-11,Kisumu,Nairobi,45.0
30,Railways,09:00 PM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711860,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,31.0
31,Railways,09:30 PM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711862,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,30.0
32,Railways,10:00 PM,"Sun,Aug 11,2019",EasyCoach,2019-08-09 09:13:23.711865,Kisumu,Nairobi,1400,2019-08-11,Kisumu,Nairobi,25.0
33,Railways,07:00 AM,"Mon,Aug 12,2019",EasyCoach,2019-08-09 09:13:36.462206,Kisumu,Nairobi,1400,2019-08-12,Kisumu,Nairobi,15.0
34,Railways,07:00 AM,"Mon,Aug 12,2019",EasyCoach,2019-08-09 09:13:36.462225,Kisumu,Nairobi,1400,2019-08-12,Kisumu,Nairobi,29.0
35,Railways,07:30 AM,"Mon,Aug 12,2019",EasyCoach,2019-08-09 09:13:36.462228,Kisumu,Nairobi,1400,2019-08-12,Kisumu,Nairobi,27.0
36,Railways,07:45 AM,"Mon,Aug 12,2019",EasyCoach,2019-08-09 09:13:36.462230,Kisumu,Nairobi,1400,2019-08-12,Kisumu,Nairobi,27.0
37,Railways,09:00 AM,"Mon,Aug 12,2019",EasyCoach,2019-08-09 09:13:36.462233,Kisumu,Nairobi,1400,2019-08-12,Kisumu,Nairobi,26.0
38,Railways,09:00 AM,"Mon,Aug 12,2019",EasyCoach,2019-08-09 09:13:36.462235,Kisumu,Nairobi,1400,2019-08-12,Kisumu,Nairobi,29.0
39,Railways,11:00 AM,"Mon,Aug 12,2019",EasyCoach,2019-08-09 09:13:36.462238,Kisumu,Nairobi,1400,2019-08-12,Kisumu,Nairobi,32.0
