,available boarding points,departure time,travel date,bus_co,created_at,destination,origin,price,search_date,search_destination,search_origin,seats_remaining
0,Jkia @ Paul's Cafe,08:15 AM,"Sat,Aug 31,2019",East African Shuttles,2019-08-30 00:46:20.439758,Arusha,Nairobi,2500,2019-08-31,Arusha,Nairobi,22.0
1,Jkia @ Paul's Cafe,02:00 PM,"Sat,Aug 31,2019",East African Shuttles,2019-08-30 00:46:20.439776,Arusha,Nairobi,2500,2019-08-31,Arusha,Nairobi,22.0
2,Amagoro,07:10 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:27.036543,Nakuru,Kimaiti,700,2019-08-31,Nakuru,Kimaiti,66.0
3,Amagoro,08:30 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:27.036562,Nakuru,Kimaiti,800,2019-08-31,Nakuru,Kimaiti,48.0
4,Cheptais,05:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:32.918225,Westlands,Cheptais,800,2019-08-31,Westlands,Cheptais,66.0
5,Cheptais,05:30 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:32.918245,Westlands,Cheptais,800,2019-08-31,Westlands,Cheptais,66.0
6,Cheptais,06:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:32.918248,Westlands,Cheptais,700,2019-08-31,Westlands,Cheptais,67.0
7,Cheptais,07:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:32.918250,Westlands,Cheptais,700,2019-08-31,Westlands,Cheptais,67.0
8,Cheptais,07:10 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:32.918252,Westlands,Cheptais,800,2019-08-31,Westlands,Cheptais,48.0
9,,03:00 PM,"Sat,Aug 31,2019",Crown Bus,2019-08-30 00:46:37.177781,Nakuru,Mombasa,1500,2019-08-31,Nakuru,Mombasa,0.0
10,Esidende,06:30 AM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:42.227955,Kangemi,Koyonzo,600,2019-08-31,Kangemi,Koyonzo,67.0
11,Esidende,05:30 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:42.227975,Kangemi,Koyonzo,600,2019-08-31,Kangemi,Koyonzo,67.0
12,Cheptais,05:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:46.190210,Naivasha,Chesikaki,800,2019-08-31,Naivasha,Chesikaki,66.0
13,Cheptais,05:30 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:46.190229,Naivasha,Chesikaki,800,2019-08-31,Naivasha,Chesikaki,66.0
14,Cheptais,06:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:46.190232,Naivasha,Chesikaki,700,2019-08-31,Naivasha,Chesikaki,67.0
15,Cheptais,07:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:46.190234,Naivasha,Chesikaki,700,2019-08-31,Naivasha,Chesikaki,67.0
16,Cheptais,07:10 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:46.190237,Naivasha,Chesikaki,800,2019-08-31,Naivasha,Chesikaki,48.0
17,Kangemi,09:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:50.875915,Kwa Muthoni,Uthiru,1000,2019-08-31,Kwa%20muthoni,Uthiru,48.0
18,Kangemi,09:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:50.875935,Kwa Muthoni,Uthiru,1000,2019-08-31,Kwa%20muthoni,Uthiru,48.0
19,Country Bus,09:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:55.489809,Kimilili,Nakuru,1000,2019-08-31,Kimilili,Nakuru,48.0
20,Amagoro,07:10 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:58.119097,Uthiru,Kanduyi,700,2019-08-31,Uthiru,Kanduyi,66.0
21,Amagoro,08:30 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:46:58.119116,Uthiru,Kanduyi,800,2019-08-31,Uthiru,Kanduyi,48.0
22,Country Bus,09:00 PM,"Sat,Aug 31,2019",Greenline,2019-08-30 00:47:01.324193,Sirisia,Nairobi,1000,2019-08-31,Sirisia,Nairobi,48.0
