,available boarding points,departure time,travel date,bus_co,created_at,destination,origin,price,search_date,search_destination,search_origin,seats_remaining
0,Jkia @ Paul's Cafe,08:15 AM,"Tue,Aug 20,2019",East African Shuttles,2019-08-19 00:45:37.636925,Arusha,Nairobi,2500,2019-08-20,Arusha,Nairobi,22.0
1,Jkia @ Paul's Cafe,02:00 PM,"Tue,Aug 20,2019",East African Shuttles,2019-08-19 00:45:37.636945,Arusha,Nairobi,2500,2019-08-20,Arusha,Nairobi,22.0
2,SIRARE,08:00 AM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:45:41.324359,Awendo,Sirare,1000,2019-08-20,Awendo,Sirare,22.0
3,SIRARE,07:30 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:45:41.324378,Awendo,Sirare,1000,2019-08-20,Awendo,Sirare,32.0
4,Amagoro,07:10 PM,"Tue,Aug 20,2019",Greenline,2019-08-19 00:45:43.881936,Nakuru,Kimaiti,700,2019-08-20,Nakuru,Kimaiti,66.0
5,Amagoro,08:30 PM,"Tue,Aug 20,2019",Greenline,2019-08-19 00:45:43.881956,Nakuru,Kimaiti,800,2019-08-20,Nakuru,Kimaiti,48.0
6,KERICHO,12:00 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:45:55.283828,Kisumu,Kericho,1400,2019-08-20,Kisumu,Kericho,19.0
7,KERICHO,12:30 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:45:55.283852,Kisumu,Kericho,1400,2019-08-20,Kisumu,Kericho,24.0
8,KERICHO,12:45 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:45:55.283854,Kisumu,Kericho,1400,2019-08-20,Kisumu,Kericho,26.0
9,KERICHO,01:00 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:45:55.283857,Kisumu,Kericho,1400,2019-08-20,Kisumu,Kericho,20.0
10,KERICHO,02:00 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:45:55.283860,Kisumu,Kericho,1400,2019-08-20,Kisumu,Kericho,29.0
11,KERICHO,03:00 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:45:55.283862,Kisumu,Kericho,1400,2019-08-20,Kisumu,Kericho,32.0
12,KERICHO,06:00 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:45:55.283864,Kisumu,Kericho,1400,2019-08-20,Kisumu,Kericho,31.0
13,Cheptais,05:00 PM,"Tue,Aug 20,2019",Greenline,2019-08-19 00:45:57.678934,Westlands,Cheptais,900,2019-08-20,Westlands,Cheptais,66.0
14,Cheptais,05:30 PM,"Tue,Aug 20,2019",Greenline,2019-08-19 00:45:57.678949,Westlands,Cheptais,900,2019-08-20,Westlands,Cheptais,66.0
15,Railways,08:00 AM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:46:02.983953,Rongo,Nairobi,1000,2019-08-20,Rongo,Nairobi,24.0
16,Railways,08:30 AM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:46:02.983971,Rongo,Nairobi,1000,2019-08-20,Rongo,Nairobi,24.0
17,Railways,09:15 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:46:02.983974,Rongo,Nairobi,1000,2019-08-20,Rongo,Nairobi,28.0
18,Railways,09:15 PM,"Tue,Aug 20,2019",EasyCoach,2019-08-19 00:46:02.983976,Rongo,Nairobi,1000,2019-08-20,Rongo,Nairobi,28.0
