,available boarding points,departure time,travel date,bus_co,created_at,destination,origin,price,search_date,search_destination,search_origin,seats_remaining
0,Jkia @ Paul's Cafe,08:15 AM,"Sun,Sep 01,2019",East African Shuttles,2019-08-31 00:45:57.320823,Arusha,Nairobi,2500,2019-09-01,Arusha,Nairobi,22.0
1,Jkia @ Paul's Cafe,02:00 PM,"Sun,Sep 01,2019",East African Shuttles,2019-08-31 00:45:57.320843,Arusha,Nairobi,2500,2019-09-01,Arusha,Nairobi,22.0
2,Amagoro,07:10 PM,"Sun,Sep 01,2019",Greenline,2019-08-31 00:46:02.849118,Nakuru,Kimaiti,700,2019-09-01,Nakuru,Kimaiti,66.0
3,Amagoro,08:30 PM,"Sun,Sep 01,2019",Greenline,2019-08-31 00:46:02.849140,Nakuru,Kimaiti,800,2019-09-01,Nakuru,Kimaiti,48.0
4,KERICHO,12:00 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488591,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,0.0
5,KERICHO,12:00 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488613,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,0.0
6,KERICHO,12:00 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488616,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,10.0
7,KERICHO,12:30 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488618,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,0.0
8,KERICHO,12:30 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488620,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,0.0
9,KERICHO,12:30 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488623,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,0.0
10,KERICHO,12:45 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488625,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,0.0
11,KERICHO,01:00 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488627,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,0.0
12,KERICHO,01:00 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488629,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,0.0
13,KERICHO,02:00 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488632,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,0.0
14,KERICHO,03:00 PM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:15.488634,Kisumu,Kericho,1400,2019-09-01,Kisumu,Kericho,10.0
15,Cheptais,05:00 PM,"Sun,Sep 01,2019",Greenline,2019-08-31 00:46:19.431905,Westlands,Cheptais,900,2019-09-01,Westlands,Cheptais,66.0
16,Cheptais,05:30 PM,"Sun,Sep 01,2019",Greenline,2019-08-31 00:46:19.431927,Westlands,Cheptais,900,2019-09-01,Westlands,Cheptais,66.0
17,Cheptais,06:00 PM,"Sun,Sep 01,2019",Greenline,2019-08-31 00:46:19.431930,Westlands,Cheptais,800,2019-09-01,Westlands,Cheptais,67.0
18,Cheptais,07:00 PM,"Sun,Sep 01,2019",Greenline,2019-08-31 00:46:19.431933,Westlands,Cheptais,800,2019-09-01,Westlands,Cheptais,67.0
19,Cheptais,07:10 PM,"Sun,Sep 01,2019",Greenline,2019-08-31 00:46:19.431935,Westlands,Cheptais,800,2019-09-01,Westlands,Cheptais,48.0
20,Railways,08:00 AM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:25.332157,Rongo,Nairobi,1000,2019-09-01,Rongo,Nairobi,0.0
21,Railways,08:00 AM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:25.332179,Rongo,Nairobi,1000,2019-09-01,Rongo,Nairobi,0.0
22,Railways,08:30 AM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:25.332181,Rongo,Nairobi,1000,2019-09-01,Rongo,Nairobi,0.0
23,Railways,09:00 AM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:25.332185,Rongo,Nairobi,1000,2019-09-01,Rongo,Nairobi,0.0
24,Railways,09:00 AM,"Sun,Sep 01,2019",EasyCoach,2019-08-31 00:46:25.332187,Rongo,Nairobi,1000,2019-09-01,Rongo,Nairobi,0.0
